GLOBAL.UNIQUE.IDENTIFIER,LAST.EDITED.DATE,TAXONOMIC.ORDER,CATEGORY,TAXON.CONCEPT.ID,COMMON.NAME,SCIENTIFIC.NAME,SUBSPECIES.COMMON.NAME,SUBSPECIES.SCIENTIFIC.NAME,EXOTIC.CODE,OBSERVATION.COUNT,BREEDING.CODE,BREEDING.CATEGORY,BEHAVIOR.CODE,AGE.SEX,COUNTRY,COUNTRY.CODE,STATE,STATE.CODE,COUNTY,COUNTY.CODE,IBA.CODE,BCR.CODE,USFWS.CODE,ATLAS.BLOCK,LOCALITY,LOCALITY.ID,LOCALITY.TYPE,LATITUDE,LONGITUDE,OBSERVATION.DATE,TIME.OBSERVATIONS.STARTED,OBSERVER.ID,SAMPLING.EVENT.IDENTIFIER,PROTOCOL.TYPE,PROTOCOL.CODE,PROJECT.CODE,DURATION.MINUTES,EFFORT.DISTANCE.KM,EFFORT.AREA.HA,NUMBER.OBSERVERS,ALL.SPECIES.REPORTED,GROUP.IDENTIFIER,HAS.MEDIA,APPROVED,REVIEWED,REASON,TRIP.COMMENTS,SPECIES.COMMENTS,X
URN:CornellLabOfOrnithology:EBIRD:OBS514079071,6/27/2017 6:39,20550,species,avibase-69FC190B,Long-tailed Shrike,Lanius schach,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Alappuzha,IN-KL-AL,NA,NA,NA,NA,Kuttanad Wetland (Lower Kuttanad) - Ramankary Temple,L6020798,P,9.4328551,76.4674589,1/29/1999,7:15:00,obsr444916,S37809530,Incidental,P20,EBIRD,NA,NA,NA,1,0,NA,0,1,1,NA,NA,"Very rare in Kuttanad. Saw this because of Bulbul, they tried to harass the Shrike",NA
URN:CornellLabOfOrnithology:EBIRD:OBS514079072,6/27/2017 6:39,23970,species,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,NA,NA,NA,2,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Alappuzha,IN-KL-AL,NA,NA,NA,NA,Kuttanad Wetland (Lower Kuttanad) - Ramankary Temple,L6020798,P,9.4328551,76.4674589,1/29/1999,7:15:00,obsr444916,S37809530,Incidental,P20,EBIRD,NA,NA,NA,1,0,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860663,8/27/2020 14:34,7049,species,avibase-0DF27D63,Asian Openbill,Anastomus oscitans,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860658,8/27/2020 14:34,7370,species,avibase-6CCDAC53,Cattle Egret,Bubulcus ibis,NA,NA,NA,10,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860665,8/27/2020 14:34,418,species,avibase-90AAE188,Cotton Pygmy-Goose,Nettapus coromandelianus,NA,NA,NA,500,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS555132539,8/27/2020 14:34,7221,spuh,avibase-528F0652,cormorant sp.,Phalacrocoracidae sp.,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860656,8/27/2020 14:34,7137,species,avibase-CA0C901A,Oriental Darter,Anhinga melanogaster,NA,NA,NA,3,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860667,8/27/2020 14:34,444,species,avibase-F577BA0F,Garganey,Spatula querquedula,NA,NA,NA,750,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860662,8/27/2020 14:34,7299,species,avibase-6429024D,Gray Heron,Ardea cinerea,NA,NA,NA,12,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860653,8/27/2020 14:34,7175,species,avibase-2D189E70,Indian Cormorant,Phalacrocorax fuscicollis,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860657,8/27/2020 14:34,7376,species,avibase-E5E0B92F,Indian Pond-Heron,Ardeola grayii,NA,NA,NA,30,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860660,8/27/2020 14:34,7330,species,avibase-40B5D4A6,Intermediate Egret,Ardea intermedia,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860664,8/27/2020 14:34,243,species,avibase-BD683E6E,Lesser Whistling-Duck,Dendrocygna javanica,NA,NA,NA,1500,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860654,8/27/2020 14:34,7148,species,avibase-60EA3FA9,Little Cormorant,Microcarbo niger,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860659,8/27/2020 14:34,7340,species,avibase-F2858F9F,Little Egret,Egretta garzetta,NA,NA,NA,16,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860652,8/27/2020 14:34,1786,species,avibase-215FEA89,Little Grebe,Tachybaptus ruficollis,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860669,8/27/2020 14:34,6033,species,avibase-9936FF4A,Little Stint,Calidris minuta,NA,NA,NA,25,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860671,8/27/2020 14:34,6563,species,avibase-17310BF0,Little Tern,Sternula albifrons,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860666,8/27/2020 14:34,548,species,avibase-56CCA717,Northern Pintail,Anas acuta,NA,NA,NA,500,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860668,8/27/2020 14:34,5911,species,avibase-6F672FA3,Pheasant-tailed Jacana,Hydrophasianus chirurgus,NA,NA,NA,25,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860661,8/27/2020 14:34,7316,species,avibase-3395DCF1,Purple Heron,Ardea purpurea,NA,NA,NA,3,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS553860670,8/27/2020 14:34,6604,species,avibase-7AB4E42B,Whiskered Tern,Chlidonias hybrida,NA,NA,NA,500,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Malappuram,IN-KL-MA,NA,NA,NA,NA,Kole Wetlands--Maranchery,L2517409,H,10.7334798,75.9865665,1/2/1999,7:00:00,obsr845684,S40852566,Traveling,P22,EBIRD,150,2.414,NA,5,1,NA,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651471691,28:05.1,29998,species,avibase-213AA070,Asian Fairy-bluebird,Irena puella,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651465285,40:24.4,19946,species,avibase-5FD53BB1,Ashy Drongo,Dicrurus leucophaeus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/19/1999,6:30:00,obsr324676,S48081726,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing bird around tanakadau dam in Parambikulam Wildlife Sanctuary. We were moving around for birding.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS704898881,1/30/2019 22:36,3356,species,avibase-89141C11,Fork-tailed Drongo-Cuckoo,Surniculus dicruroides,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr280052,S16293744,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,NA,"One bird with cuckoo bill, barred undertail coverts - well seen.",NA
URN:CornellLabOfOrnithology:EBIRD:OBS651471713,28:05.1,20244,species,avibase-71AE2656,Indian Paradise-Flycatcher,Terpsiphone paradisi,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225222,45:43.7,7430,species,avibase-6BB94D7E,Black-crowned Night-Heron,Nycticorax nycticorax,NA,NA,NA,52,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr845684,S33920663,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225023720,24:57.9,7430,species,avibase-6BB94D7E,Black-crowned Night-Heron,Nycticorax nycticorax,NA,NA,NA,52,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr445600,S16291946,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,1,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046330,25:01.1,7430,species,avibase-6BB94D7E,Black-crowned Night-Heron,Nycticorax nycticorax,NA,NA,NA,52,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr280052,S16293762,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651471701,28:05.1,23951,species,avibase-442951D4,Flame-throated Bulbul,Rubigula gularis,NA,NA,NA,1,S ,C2,S ,"Male, Adult (1)",India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,1,1,0,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651460311,49:55.8,18388,species,avibase-58BC7F5D,Black-headed Cuckooshrike,Lalage melanoptera,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/18/1999,6:30:00,obsr324676,S48081390,Stationary,P21,EBIRD,1110,NA,NA,12,1,NA,0,1,0,NA,I was part of bird ringing team. We were trainee for bird ringing project conducted by Bombay Natural History society. We use to stay entire day with some interval for lunch and tea. Our site was near and around Tanakadau Dam.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651460286,49:55.8,11296,species,avibase-4E1BC720,Black-rumped Flameback,Dinopium benghalense,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/18/1999,6:30:00,obsr324676,S48081390,Stationary,P21,EBIRD,1110,NA,NA,12,1,NA,0,1,0,NA,I was part of bird ringing team. We were trainee for bird ringing project conducted by Bombay Natural History society. We use to stay entire day with some interval for lunch and tea. Our site was near and around Tanakadau Dam.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651471715,28:05.1,3152,species,avibase-6E40B45B,Blue-faced Malkoha,Phaenicophaeus viridirostris,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046466,1/24/2017 3:15,7507,species,avibase-423DDA5A,Black-headed Ibis,Threskiornis melanocephalus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr280052,S16293772,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225022143,1/24/2017 3:16,7507,species,avibase-423DDA5A,Black-headed Ibis,Threskiornis melanocephalus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr445600,S16291874,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225506,1/25/2017 5:21,7507,species,avibase-423DDA5A,Black-headed Ibis,Threskiornis melanocephalus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr845684,S33920673,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651460310,49:55.8,19195,species,avibase-E931F073,Black-hooded Oriole,Oriolus xanthornus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/18/1999,6:30:00,obsr324676,S48081390,Stationary,P21,EBIRD,1110,NA,NA,12,1,NA,0,1,0,NA,I was part of bird ringing team. We were trainee for bird ringing project conducted by Bombay Natural History society. We use to stay entire day with some interval for lunch and tea. Our site was near and around Tanakadau Dam.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651471712,28:05.1,23146,species,avibase-B22EAFC8,Blyth's Reed Warbler,Acrocephalus dumetorum,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651465276,40:24.4,23146,species,avibase-B22EAFC8,Blyth's Reed Warbler,Acrocephalus dumetorum,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/19/1999,6:30:00,obsr324676,S48081726,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing bird around tanakadau dam in Parambikulam Wildlife Sanctuary. We were moving around for birding.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225559,1/25/2017 5:21,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,4,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr845684,S33920676,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046331,25:01.1,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,35,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr280052,S16293762,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225022887,1/24/2017 3:54,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,4,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Kalmandapam Paddy Fields,L2514953,H,10.7666667,76.6666667,1/15/1999,8:00:00,obsr445600,S16291908,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767432,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046467,1/24/2017 3:15,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,18,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr280052,S16293772,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225023919,1/24/2017 3:55,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Poothani-Perumkulam  Tank,L2514989,H,10.6189702,76.6763835,1/12/1999,8:00:00,obsr445600,S16291962,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767285,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046031,1/30/2019 22:36,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,4,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr280052,S16293744,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225585,1/25/2017 5:21,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,4,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Kalmandapam Paddy Fields,L2514953,H,10.7666667,76.6666667,1/15/1999,8:00:00,obsr845684,S33920678,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767432,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225021369,12/25/2016 12:28,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Karimkulam Tank,L2514961,H,10.6,76.65,1/12/1999,8:00:00,obsr445600,S16291809,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767425,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225507,1/25/2017 5:21,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,18,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr845684,S33920673,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225026521,1/24/2017 3:55,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Poothani-Perumkulam  Tank,L2514989,H,10.6189702,76.6763835,1/12/1999,8:00:00,obsr280052,S16292118,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767285,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046527,25:05.8,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,15,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr280052,S16293775,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460221473,45:41.6,8099,species,avibase-D89A9DC9,Brahminy Kite,Haliastur indus,NA,NA,NA,35,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Chulliyar Reservoir,L2514915,H,10.5833333,76.7666667,1/18/1999,8:00:00,obsr845684,S33920456,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767438,0,1,0,NA,NA,NA,NA
