GLOBAL.UNIQUE.IDENTIFIER,LAST.EDITED.DATE,TAXONOMIC.ORDER,CATEGORY,TAXON.CONCEPT.ID,COMMON.NAME,SCIENTIFIC.NAME,SUBSPECIES.COMMON.NAME,SUBSPECIES.SCIENTIFIC.NAME,EXOTIC.CODE,OBSERVATION.COUNT,BREEDING.CODE,BREEDING.CATEGORY,BEHAVIOR.CODE,AGE.SEX,COUNTRY,COUNTRY.CODE,STATE,STATE.CODE,COUNTY,COUNTY.CODE,IBA.CODE,BCR.CODE,USFWS.CODE,ATLAS.BLOCK,LOCALITY,LOCALITY.ID,LOCALITY.TYPE,LATITUDE,LONGITUDE,OBSERVATION.DATE,TIME.OBSERVATIONS.STARTED,OBSERVER.ID,SAMPLING.EVENT.IDENTIFIER,PROTOCOL.TYPE,PROTOCOL.CODE,PROJECT.CODE,DURATION.MINUTES,EFFORT.DISTANCE.KM,EFFORT.AREA.HA,NUMBER.OBSERVERS,ALL.SPECIES.REPORTED,GROUP.IDENTIFIER,HAS.MEDIA,APPROVED,REVIEWED,REASON,TRIP.COMMENTS,SPECIES.COMMENTS,X
URN:CornellLabOfOrnithology:EBIRD:OBS225046533,25:05.8,5776,species,avibase-4A30C572,Red-wattled Lapwing,Vanellus indicus,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr280052,S16293775,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS339777561,12/25/2016 12:27,5776,species,avibase-4A30C572,Red-wattled Lapwing,Vanellus indicus,NA,NA,NA,2,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Brahmakulam Tank,L2514901,H,10.750395,76.7631483,1/17/1999,8:00:00,obsr280052,S24849455,Traveling,P22,EBIRD,180,6.437,NA,1,0,G1394190,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225022161,1/24/2017 3:16,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr445600,S16291874,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046043,1/30/2019 22:36,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr280052,S16293744,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225571,1/25/2017 5:21,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr845684,S33920676,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046484,1/24/2017 3:15,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr280052,S16293772,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225020781,1/10/2017 10:36,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr445600,S16291770,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225524,1/25/2017 5:21,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr845684,S33920673,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225025842,25:00.1,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,46,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr445600,S16292070,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,1,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225175,45:43.4,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,46,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr845684,S33920659,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460221485,45:41.6,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,32,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Chulliyar Reservoir,L2514915,H,10.5833333,76.7666667,1/18/1999,8:00:00,obsr845684,S33920456,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767438,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225245,45:43.7,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,16,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr845684,S33920663,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046534,25:05.8,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,46,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr280052,S16293775,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225023743,24:57.9,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,16,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr445600,S16291946,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,1,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225022006,24:56.2,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,32,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Chulliyar Reservoir,L2514915,H,10.5833333,76.7666667,1/18/1999,8:00:00,obsr445600,S16291864,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767438,0,1,1,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046464,25:05.6,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,32,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Chulliyar Reservoir,L2514915,H,10.5833333,76.7666667,1/18/1999,8:00:00,obsr280052,S16293771,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767438,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046353,25:01.1,6647,species,avibase-A874F334,River Tern,Sterna aurantia,NA,NA,NA,16,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr280052,S16293762,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651465261,40:24.4,26035,species,avibase-51AADA00,Rufous Babbler,Argya subrufa,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/19/1999,6:30:00,obsr324676,S48081726,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing bird around tanakadau dam in Parambikulam Wildlife Sanctuary. We were moving around for birding.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651465280,40:24.4,20930,species,avibase-959E1633,Rufous Treepie,Dendrocitta vagabunda,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/19/1999,6:30:00,obsr324676,S48081726,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,1,1,0,NA,We were ringing bird around tanakadau dam in Parambikulam Wildlife Sanctuary. We were moving around for birding.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651471689,28:05.1,11253,species,avibase-663A7CCA,Rufous Woodpecker,Micropternus brachyurus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651460287,49:55.8,18157,species,avibase-1B2C7B12,Orange Minivet,Pericrocotus flammeus,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/18/1999,6:30:00,obsr324676,S48081390,Stationary,P21,EBIRD,1110,NA,NA,12,1,NA,1,1,0,NA,I was part of bird ringing team. We were trainee for bird ringing project conducted by Bombay Natural History society. We use to stay entire day with some interval for lunch and tea. Our site was near and around Tanakadau Dam.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225594,1/25/2017 5:21,6264,spuh,avibase-7FC8B7ED,shorebird sp.,Charadriiformes sp.,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Kalmandapam Paddy Fields,L2514953,H,10.7666667,76.6666667,1/15/1999,8:00:00,obsr845684,S33920678,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767432,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225022896,1/24/2017 3:54,6264,spuh,avibase-7FC8B7ED,shorebird sp.,Charadriiformes sp.,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Kalmandapam Paddy Fields,L2514953,H,10.7666667,76.6666667,1/15/1999,8:00:00,obsr445600,S16291908,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767432,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046375,1/24/2017 3:53,6264,spuh,avibase-7FC8B7ED,shorebird sp.,Charadriiformes sp.,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Kalmandapam Paddy Fields,L2514953,H,10.7666667,76.6666667,1/15/1999,8:00:00,obsr280052,S16293765,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767432,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225022162,1/24/2017 3:16,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr445600,S16291874,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225572,1/25/2017 5:21,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,50,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr845684,S33920676,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225525,1/25/2017 5:21,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr845684,S33920673,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046485,1/24/2017 3:15,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,6,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Meenkara Reservoir,L2514927,H,10.6166667,76.8,1/18/1999,8:00:00,obsr280052,S16293772,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767439,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225020782,1/10/2017 10:36,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,50,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr445600,S16291770,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046044,1/30/2019 22:36,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,50,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Mangalam Reservoir,L2514922,H,10.5082352,76.5364265,1/12/1999,8:00:00,obsr280052,S16293744,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767421,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225176,45:43.4,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,140,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr845684,S33920659,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225025843,25:00.1,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,140,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr445600,S16292070,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,1,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046535,25:05.8,6262,species,avibase-D9A310F1,Small Pratincole,Glareola lactea,NA,NA,NA,140,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr280052,S16293775,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225022893,1/24/2017 3:54,6108,spuh,avibase-2914C00D,snipe sp.,Gallinago sp.,NA,NA,NA,15,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Kalmandapam Paddy Fields,L2514953,H,10.7666667,76.6666667,1/15/1999,8:00:00,obsr445600,S16291908,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767432,0,1,1,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225591,1/25/2017 5:21,6108,spuh,avibase-2914C00D,snipe sp.,Gallinago sp.,NA,NA,NA,15,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Kalmandapam Paddy Fields,L2514953,H,10.7666667,76.6666667,1/15/1999,8:00:00,obsr845684,S33920678,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767432,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046372,1/24/2017 3:53,6108,spuh,avibase-2914C00D,snipe sp.,Gallinago sp.,NA,NA,NA,15,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Kalmandapam Paddy Fields,L2514953,H,10.7666667,76.6666667,1/15/1999,8:00:00,obsr280052,S16293765,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767432,0,1,1,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651465279,40:24.4,27231,species,avibase-1A713EA2,Southern Hill Myna,Gracula indica,NA,NA,NA,6,NA,NA,NA,"Unknown Sex, Adult (6)",India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/19/1999,6:30:00,obsr324676,S48081726,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,1,1,0,NA,We were ringing bird around tanakadau dam in Parambikulam Wildlife Sanctuary. We were moving around for birding.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651460289,49:55.8,2065,species,avibase-C8EF4F36,Spotted Dove,Spilopelia chinensis,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/18/1999,6:30:00,obsr324676,S48081390,Stationary,P21,EBIRD,1110,NA,NA,12,1,NA,0,1,0,NA,I was part of bird ringing team. We were trainee for bird ringing project conducted by Bombay Natural History society. We use to stay entire day with some interval for lunch and tea. Our site was near and around Tanakadau Dam.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651460297,49:55.8,9678,species,avibase-2B0E883A,Stork-billed Kingfisher,Pelargopsis capensis,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/18/1999,6:30:00,obsr324676,S48081390,Stationary,P21,EBIRD,1110,NA,NA,12,1,NA,1,1,0,NA,I was part of bird ringing team. We were trainee for bird ringing project conducted by Bombay Natural History society. We use to stay entire day with some interval for lunch and tea. Our site was near and around Tanakadau Dam.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS1439162275,28:05.1,23108,species,avibase-A8242804,Sykes's Warbler,Iduna rama,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,1,1,1,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225023745,24:57.9,6003,species,avibase-5ACF7FB3,Temminck's Stint,Calidris temminckii,NA,NA,NA,2,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr445600,S16291946,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046536,25:05.8,6003,species,avibase-5ACF7FB3,Temminck's Stint,Calidris temminckii,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr280052,S16293775,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225177,45:43.4,6003,species,avibase-5ACF7FB3,Temminck's Stint,Calidris temminckii,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr845684,S33920659,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS460225247,45:43.7,6003,species,avibase-5ACF7FB3,Temminck's Stint,Calidris temminckii,NA,NA,NA,2,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr845684,S33920663,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225025844,25:00.1,6003,species,avibase-5ACF7FB3,Temminck's Stint,Calidris temminckii,NA,NA,NA,5,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Walayar Reservoir,L2515014,H,10.8432059,76.8461768,1/17/1999,8:00:00,obsr445600,S16292070,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767442,0,1,0,NA,AWC: Start time and duration not reliable. Observers/Compilers: PRAVEEN J,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS225046355,25:01.1,6003,species,avibase-5ACF7FB3,Temminck's Stint,Calidris temminckii,NA,NA,NA,2,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Malampuzha Reservoir,L2514920,H,10.8333333,76.6833333,1/16/1999,8:00:00,obsr280052,S16293762,Traveling,P22,EBIRD,180,6.437,NA,1,0,G767430,0,1,0,NA,NA,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651465269,40:24.4,29325,species,avibase-78B55ACC,Thick-billed Flowerpecker,Dicaeum agile,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/19/1999,6:30:00,obsr324676,S48081726,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing bird around tanakadau dam in Parambikulam Wildlife Sanctuary. We were moving around for birding.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651465286,40:24.4,28473,species,avibase-0EA33C18,Tickell's Blue Flycatcher,Cyornis tickelliae,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/19/1999,6:30:00,obsr324676,S48081726,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing bird around tanakadau dam in Parambikulam Wildlife Sanctuary. We were moving around for birding.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651465270,40:24.4,26397,species,avibase-7A91853C,Velvet-fronted Nuthatch,Sitta frontalis,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/19/1999,6:30:00,obsr324676,S48081726,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing bird around tanakadau dam in Parambikulam Wildlife Sanctuary. We were moving around for birding.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS914778916,28:05.1,26397,species,avibase-7A91853C,Velvet-fronted Nuthatch,Sitta frontalis,NA,NA,NA,1,NA,NA,NA,"Unknown Sex, Adult (1)",India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,1,1,0,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
URN:CornellLabOfOrnithology:EBIRD:OBS651471697,28:05.1,12366,species,avibase-A5FA764B,Vernal Hanging-Parrot,Loriculus vernalis,NA,NA,NA,1,NA,NA,NA,NA,India,IN,Kerala,IN-KL,Palakkad,IN-KL-PL,NA,NA,NA,NA,Parambikulam Wildlife Sanctuary.,L7862715,P,10.444967,76.8128067,1/20/1999,6:30:00,obsr324676,S48082170,Stationary,P21,EBIRD,720,NA,NA,6,1,NA,0,1,0,NA,We were ringing birds around tonakadau dam in Parambikulam Wildlife sanctuary. We ringed birds and did birding around.,NA,NA
