date,tree_code,tree_sp,species,ficus_nonficus,no,arr_time,dep_time,visitation_time,species_group,nature,mammal_bird,st_time,end_time,duration
19-09-2017,ACOB1,Actinodaphne_obovata,rbs,non_ficus,1,05:48,05:53,00:05,Squirrel,ns,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:21,10:26,00:05,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:21,10:27,00:06,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:21,10:30,00:09,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:30,10:32,00:02,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:41,10:42,00:01,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:43,10:43,00:00,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:52,10:55,00:03,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:56,10:58,00:02,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:56,10:58,00:02,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,10:56,11:05,00:09,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:02,11:08,00:06,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:02,11:10,00:08,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:06,11:16,00:10,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:10,11:16,00:06,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:10,11:20,00:10,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:10,11:20,00:10,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:17,11:24,00:07,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:22,11:23,00:01,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:22,11:23,00:01,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:24,11:37,00:13,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:26,11:42,00:16,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,11:34,11:49,00:15,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,12:37,12:39,00:02,Macaque,F,Mammal,04:53,15:40,10:47:00
19-09-2017,ACOB1,Actinodaphne_obovata,rm,non_ficus,1,12:37,12:39,00:02,Macaque,F,Mammal,04:53,15:40,10:47:00
20-09-2017,ACOB2,Actinodaphne_obovata,hbs,non_ficus,1,12:00,12:06,00:06,Squirrel,ns,Mammal,06:00,17:00,11:00:00
20-09-2017,ACOB2,Actinodaphne_obovata,rbs,non_ficus,1,14:51,15:41,00:50,Squirrel,ns,Mammal,06:00,17:00,11:00:00
20-09-2017,ACOB2,Actinodaphne_obovata,hbs,non_ficus,1,15:50,16:12,00:22,Squirrel,ns,Mammal,06:00,17:00,11:00:00
20-09-2017,ACOB3,Actinodaphne_obovata,mgs,non_ficus,1,09:37,09:46,00:09,Squirrel,ns,Mammal,06:00,17:00,11:00:00
20-09-2017,ACOB3,Actinodaphne_obovata,wtbu,non_ficus,1,11:19,11:20,00:01,Bulbul,I,Bird,06:00,17:00,11:00:00
20-09-2017,ACOB3,Actinodaphne_obovata,wtbu,non_ficus,1,11:19,11:21,00:02,Bulbul,I,Bird,06:00,17:00,11:00:00
20-09-2017,ACOB3,Actinodaphne_obovata,wtbu,non_ficus,1,11:19,11:21,00:02,Bulbul,I,Bird,06:00,17:00,11:00:00
20-09-2017,ACOB3,Actinodaphne_obovata,rm,non_ficus,1,13:00,13:12,00:12,Macaque,F,Mammal,06:00,17:00,11:00:00
20-09-2017,ACOB3,Actinodaphne_obovata,rm,non_ficus,1,13:45,14:00,00:15,Macaque,F,Mammal,06:00,17:00,11:00:00
20-09-2017,ACOB3,Actinodaphne_obovata,mgs,non_ficus,1,15:05,15:30,00:25,Squirrel,ns,Mammal,06:00,17:00,11:00:00
21-09-2017,ACOB4,Actinodaphne_obovata,wtbu,non_ficus,1,08:43,08:44,00:01,Bulbul,I,Bird,05:20,11:00,05:40:00
21-09-2017,ACOB4,Actinodaphne_obovata,wtbu,non_ficus,1,08:43,08:44,00:01,Bulbul,I,Bird,05:20,11:00,05:40:00
21-09-2017,ACOB4,Actinodaphne_obovata,NA,non_ficus,NA,NA,NA,NA,NA,NA,NA,11:00,14:35,03:35:00
14-11-2016,BEAS1,Beilschmiedia_assamica,rbs,non_ficus,1,06:11,NA,NA,Squirrel,F,Mammal,05:30,11:00,05:30:00
15-11-2016,BEAS1,Beilschmiedia_assamica,NA,non_ficus,NA,NA,NA,NA,NA,NA,NA,11:00,16:15,05:15:00
28-10-2017,BEAS2,Beilschmiedia_assamica,mgs,non_ficus,1,10:25,11:30,01:05,Squirrel,sp,Mammal,05:15,16:30,11:15:00
28-10-2017,BEAS2,Beilschmiedia_assamica,mgs,non_ficus,1,10:25,11:36,01:11,Squirrel,sp,Mammal,05:15,16:30,11:15:00
28-10-2017,BEAS2,Beilschmiedia_assamica,mgs,non_ficus,1,11:40,12:39,00:59,Squirrel,sp,Mammal,05:15,16:30,11:15:00
28-10-2017,BEAS2,Beilschmiedia_assamica,mgs,non_ficus,1,11:40,12:48,01:08,Squirrel,sp,Mammal,05:15,16:30,11:15:00
29-10-2017,BEAS3,Beilschmiedia_assamica,mgs,non_ficus,1,09:00,10:24,01:24,Squirrel,sp,Mammal,05:05,11:00,05:55:00
29-10-2017,BEAS3,Beilschmiedia_assamica,mgs,non_ficus,1,10:40,10:50,00:10,Squirrel,sp,Mammal,05:05,11:00,05:55:00
29-10-2017,BEAS3,Beilschmiedia_assamica,mgs,non_ficus,1,10:44,11:02,00:18,Squirrel,sp,Mammal,05:05,11:00,05:55:00
30-10-2017,BEAS3,Beilschmiedia_assamica,mgs,non_ficus,1,12:29,12:52,00:23,Squirrel,sp,Mammal,11:00,14:30,03:30:00
30-10-2017,BEAS3,Beilschmiedia_assamica,mgs,non_ficus,1,12:29,12:52,00:23,Squirrel,sp,Mammal,11:00,14:30,03:30:00
30-10-2017,BEAS3,Beilschmiedia_assamica,mgs,non_ficus,1,12:53,13:21,00:28,Squirrel,sp,Mammal,11:00,14:30,03:30:00
30-10-2017,BEAS3,Beilschmiedia_assamica,mgs,non_ficus,1,12:53,13:21,00:28,Squirrel,sp,Mammal,11:00,14:30,03:30:00
16-04-2017,DYCA1,Dysoxylum_cauliflorum,hbs,non_ficus,1,05:07,05:26,00:19,Squirrel,sp,Mammal,04:51,11:00,06:09:00
16-04-2017,DYCA1,Dysoxylum_cauliflorum,rbs,non_ficus,1,06:43,06:58,00:15,Squirrel,sp,Mammal,04:51,11:00,06:09:00
16-04-2017,DYCA1,Dysoxylum_cauliflorum,rbs,non_ficus,1,07:00,NA,NA,Squirrel,sp,Mammal,04:51,11:00,06:09:00
16-04-2017,DYCA1,Dysoxylum_cauliflorum,rm,non_ficus,1,08:21,08:22,00:01,Macaque,F,Mammal,04:51,11:00,06:09:00
16-04-2017,DYCA1,Dysoxylum_cauliflorum,rbs,non_ficus,1,08:25,NA,NA,Squirrel,sp,Mammal,04:51,11:00,06:09:00
17-04-2017,DYCA1,Dysoxylum_cauliflorum,rm,non_ficus,1,12:11,12:12,00:01,Macaque,F,Mammal,11:00,17:00,06:00:00
17-04-2017,DYCA1,Dysoxylum_cauliflorum,rbs,non_ficus,1,14:11,14:15,00:04,Squirrel,sp,Mammal,11:00,17:00,06:00:00
17-04-2017,DYCA1,Dysoxylum_cauliflorum,unid,non_ficus,1,14:50,NA,NA,unid,unid,Bird,11:00,17:00,06:00:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,hbs,non_ficus,1,05:22,05:42,00:20,Squirrel,sp,Mammal,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,chmy,non_ficus,1,06:20,06:21,00:01,myna,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,chmy,non_ficus,1,06:20,06:21,00:01,myna,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,chmy,non_ficus,1,06:20,06:21,00:01,myna,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,chmy,non_ficus,1,06:20,06:22,00:02,myna,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,suti,non_ficus,1,06:20,06:22,00:02,Sultan_tit,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,lnla,non_ficus,1,07:58,07:59,00:01,Laughingthrush,ns,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,chmy,non_ficus,1,09:04,09:05,00:01,myna,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,chmy,non_ficus,1,09:04,09:05,00:01,myna,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,btba,non_ficus,1,09:07,09:07,00:00,Barbet,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,btba,non_ficus,1,09:07,09:10,00:03,Barbet,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,wtbu,non_ficus,1,09:09,09:09,00:00,Bulbul,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,btba,non_ficus,1,10:05,10:06,00:01,Barbet,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,btba,non_ficus,1,10:05,10:06,00:01,Barbet,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,btba,non_ficus,1,10:07,10:11,00:04,Barbet,F,Bird,04:49,11:00,06:11:00
21-04-2017,DYCA2,Dysoxylum_cauliflorum,maor,non_ficus,1,10:21,10:24,00:03,Oriole,F,Bird,04:49,11:00,06:11:00
22-04-2017,DYCA2,Dysoxylum_cauliflorum,bcbu,non_ficus,1,11:44,11:44,00:00,Bulbul,NF,Bird,11:00,17:00,06:00:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,wtbu,non_ficus,1,05:42,05:43,00:01,Bulbul,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,wtbu,non_ficus,1,05:42,05:43,00:01,Bulbul,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,wtbu,non_ficus,1,05:42,05:43,00:01,Bulbul,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,rm,non_ficus,1,07:58,07:58,00:00,Macaque,F,Mammal,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,suti,non_ficus,1,08:55,08:57,00:02,Sultan_tit,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,suti,non_ficus,1,08:55,08:57,00:02,Sultan_tit,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,suti,non_ficus,1,08:55,08:57,00:02,Sultan_tit,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,chmy,non_ficus,1,09:31,09:33,00:02,myna,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,chmy,non_ficus,1,09:31,09:33,00:02,myna,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,suti,non_ficus,1,10:08,10:10,00:02,Sultan_tit,F,Bird,05:23,11:00,05:37:00
26-04-2017,DYCA3,Dysoxylum_cauliflorum,rbs,non_ficus,1,10:13,10:24,00:11,Squirrel,sp,Mammal,05:23,11:00,05:37:00
27-04-2017,DYCA3,Dysoxylum_cauliflorum,rbs,non_ficus,1,10:59,11:11,00:12,Squirrel,sp,Mammal,11:00,17:00,06:00:00
27-04-2017,DYCA3,Dysoxylum_cauliflorum,mgs,non_ficus,1,12:34,12:35,00:01,Squirrel,sp,Mammal,11:00,17:00,06:00:00
27-04-2017,DYCA3,Dysoxylum_cauliflorum,gnla,non_ficus,1,12:46,12:48,00:02,Laughingthrush,F,Bird,11:00,17:00,06:00:00
27-04-2017,DYCA3,Dysoxylum_cauliflorum,gnla,non_ficus,1,12:46,12:48,00:02,Laughingthrush,F,Bird,11:00,17:00,06:00:00
27-04-2017,DYCA3,Dysoxylum_cauliflorum,gnla,non_ficus,1,12:46,12:48,00:02,Laughingthrush,F,Bird,11:00,17:00,06:00:00
27-04-2017,DYCA3,Dysoxylum_cauliflorum,rbs,non_ficus,1,14:19,14:39,00:20,Squirrel,sp,Mammal,11:00,17:00,06:00:00
27-04-2017,DYCA3,Dysoxylum_cauliflorum,rbs,non_ficus,1,16:03,16:08,00:05,Squirrel,sp,Mammal,11:00,17:00,06:00:00
27-04-2017,DYCA3,Dysoxylum_cauliflorum,rbs,non_ficus,1,16:39,16:40,00:01,Squirrel,sp,Mammal,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,chmy,non_ficus,1,05:47,05:48,00:01,myna,F,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,chmy,non_ficus,1,05:47,05:48,00:01,myna,F,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,chmy,non_ficus,1,05:47,05:48,00:01,myna,F,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,lnla,non_ficus,1,06:01,06:02,00:01,Laughingthrush,ns,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,lnla,non_ficus,1,06:45,06:47,00:02,Laughingthrush,ns,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,btba,non_ficus,1,06:46,06:49,00:03,Barbet,F,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,suti,non_ficus,1,08:48,08:49,00:01,Sultan_tit,F,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,bcbu,non_ficus,1,10:54,10:54,00:00,Bulbul,NF,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,bcbu,non_ficus,1,10:54,10:54,00:00,Bulbul,NF,Bird,04:54,11:00,06:06:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,rbs,non_ficus,1,11:08,11:22,00:14,Squirrel,sp,Mammal,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,chmy,non_ficus,1,11:18,11:20,00:02,myna,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,chmy,non_ficus,1,11:18,11:20,00:02,myna,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,suti,non_ficus,1,11:29,11:30,00:01,Sultan_tit,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,liba,non_ficus,1,11:36,11:36,00:00,Barbet,NS,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,grtd,non_ficus,1,11:36,11:36,00:00,Drongo,I,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,suti,non_ficus,1,11:39,11:41,00:02,Sultan_tit,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,suti,non_ficus,1,11:39,11:41,00:02,Sultan_tit,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,unid,non_ficus,1,NA,11:50,NA,unid,unid,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,afbl,non_ficus,1,11:58,11:58,00:00,Fairy_bluebird,NF,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,bcbu,non_ficus,1,12:37,12:37,00:00,Bulbul,NF,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,suti,non_ficus,1,13:11,13:13,00:02,Sultan_tit,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,chmy,non_ficus,1,14:53,14:58,00:05,myna,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,chmy,non_ficus,1,14:53,14:58,00:05,myna,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,rbs,non_ficus,1,15:06,15:13,00:07,Squirrel,sp,Mammal,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,gnla,non_ficus,1,15:09,15:10,00:01,Laughingthrush,F,Bird,11:00,17:00,06:00:00
02-05-2017,DYCA4,Dysoxylum_cauliflorum,gnla,non_ficus,1,15:10,15:11,00:01,Laughingthrush,F,Bird,11:00,17:00,06:00:00
07-05-2017,DYCA5,Dysoxylum_cauliflorum,rbs,non_ficus,1,05:23,05:44,00:21,Squirrel,sp,Mammal,05:00,11:00,06:00:00
07-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,05:46,05:57,00:11,Squirrel,sp,Mammal,05:00,11:00,06:00:00
07-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,06:00,NA,NA,Squirrel,sp,Mammal,05:00,11:00,06:00:00
07-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,07:22,07:40,00:18,Squirrel,sp,Mammal,05:00,11:00,06:00:00
07-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,09:16,09:37,00:21,Squirrel,sp,Mammal,05:00,11:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,12:04,12:05,00:01,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,12:15,12:19,00:04,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,12:15,NA,NA,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,12:36,NA,NA,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,oble,non_ficus,1,12:57,NA,NA,Leafbird,NF,Bird,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,oble,non_ficus,1,12:57,NA,NA,Leafbird,NF,Bird,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,13:02,NA,NA,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,btba,non_ficus,1,13:23,13:24,00:01,Barbet,F,Bird,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,rbs,non_ficus,1,14:09,NA,NA,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,rbs,non_ficus,1,14:09,NA,NA,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,gnla,non_ficus,1,15:21,15:22,00:01,Laughingthrush,F,Bird,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,rbs,non_ficus,1,15:35,15:36,00:01,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,rbs,non_ficus,1,15:41,15:45,00:04,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,rbs,non_ficus,1,15:48,15:50,00:02,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,rbs,non_ficus,1,15:48,15:50,00:02,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,rbs,non_ficus,1,15:53,15:55,00:02,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,15:53,15:55,00:02,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,16:00,16:01,00:01,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,16:05,16:06,00:01,Squirrel,sp,Mammal,11:00,17:00,06:00:00
08-05-2017,DYCA5,Dysoxylum_cauliflorum,hbs,non_ficus,1,16:05,NA,NA,Squirrel,sp,Mammal,11:00,17:00,06:00:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,wtbu,non_ficus,1,05:46,05:48,00:02,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,wtbu,non_ficus,1,05:46,05:48,00:02,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,wtbu,non_ficus,1,05:46,05:48,00:02,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,wtbu,non_ficus,1,05:46,05:48,00:02,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,wtbu,non_ficus,1,05:46,05:48,00:02,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,wtbu,non_ficus,1,05:46,06:00,00:14,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,btba,non_ficus,1,06:01,06:03,00:02,Barbet,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,btba,non_ficus,1,06:01,06:03,00:02,Barbet,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,liba,non_ficus,1,06:01,06:06,00:05,Barbet,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,liba,non_ficus,1,06:01,06:06,00:05,Barbet,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,btba,non_ficus,1,06:08,NA,NA,Barbet,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,chmy,non_ficus,1,NA,06:11,NA,myna,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,afbl,non_ficus,1,06:14,06:17,00:03,Fairy_bluebird,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,btba,non_ficus,1,06:17,06:21,00:04,Barbet,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,chmy,non_ficus,1,06:26,06:30,00:04,myna,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,chmy,non_ficus,1,06:26,06:30,00:04,myna,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,bcbu,non_ficus,1,06:26,06:30,00:04,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,bcbu,non_ficus,1,06:26,06:30,00:04,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,bcbu,non_ficus,1,06:26,06:30,00:04,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,bcbu,non_ficus,1,06:34,NA,NA,Bulbul,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:40,06:46,00:06,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,liba,non_ficus,1,NA,06:42,NA,Barbet,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:47,NA,NA,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:47,06:48,00:01,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:47,06:48,00:01,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,liba,non_ficus,1,06:47,06:57,00:10,Barbet,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:55,06:57,00:02,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:55,06:57,00:02,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:55,06:57,00:02,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:55,06:57,00:02,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:55,06:58,00:03,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:55,06:58,00:03,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
17-10-2016,ELAN1,Elaeocarpus_angustifolius,gipi,non_ficus,1,06:55,06:58,00:03,Imperial_pigeon,F,Bird,05:32,11:00,05:28:00
