unique.ind,date,village,id,latitude,longitude,visit.month,days.per.visit,visit.reason,distance,other.visit.grids
457,5/12/2021,mangnang,2047,27.90103,95.28056,11;12;1;2,15,trapping,1,1990
457,5/12/2021,mangnang,1991,27.89718,95.27029,11;12;1;2,30,trapping,4,1990
458,5/12/2021,mangnang,2047,27.90506,95.28139,10;3,10,ritual hunting,2,1990
459,5/12/2021,mangnang,1991,27.89378,95.2768,3,5,ritual hunting,2,1990
459,5/12/2021,mangnang,1990,27.908546,95.275993,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
459,5/12/2021,mangnang,2047,27.90185,95.28396,3,5,ritual hunting,3,1990
460,5/12/2021,mangnang,1990,27.921404,95.272244,3,6,ritual hunting,3,NA
460,5/12/2021,mangnang,1991,27.89378,95.2768,11;12;1;2;3,6,trapping,1,1990
461,7/12/2021,mikong,1933,27.9204,95.2352,11;12;1,30,trapping,2,NA
462,7/12/2021,mikong,1933,27.91616,95.22683,12;3,3,hunting,7,NA
462,7/12/2021,mikong,1875,27.93019,95.20463,11;12;1;2;3,5,trapping,6,1932;1933
462,7/12/2021,mikong,1876,27.92395,95.21454,11;12;1,5,trapping,7,1933
463,7/12/2021,mikong,1875,27.94514,95.21169,12;1;2;3,7,trapping,4,1932;1933
463,7/12/2021,mikong,1933,27.919052,95.239036,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
464,8/12/2021,mikong,1875,27.93753,95.20463,12;1;2,4,hunting,7,1932;1933
464,8/12/2021,mikong,1876,27.91029,95.19225,11;12;1;2,6,trapping,7,1933
464,8/12/2021,mikong,1934,27.89754,95.24196,12;1,15,cane collection,2,1933
465,8/12/2021,mikong,1875,27.93166,95.19803,11;12;1;2;3,5,trapping,7,1932;1933
465,8/12/2021,mikong,1933,27.91139,95.23755,11;12;1;2;3,5,trapping,2,NA
465,8/12/2021,mikong,1932,27.929,95.23058,11;12;1;2;3,5,trapping,2,1933
466,8/12/2021,mikong,1933,27.91249,95.22316,11;12;1;2;3,6,trapping,5,NA
466,8/12/2021,mikong,1932,27.93312,95.24517,11;12;1;2;3,10,trapping,3,1933
467,8/12/2021,mikong,1933,27.91671,95.22893,11;12;1;2;3,7,trapping,2,NA
468,8/12/2021,mikong,1933,27.9177,95.2307,3,7,ritual hunting,2,NA
469,8/12/2021,mikong,1934,27.89132,95.23801,3,7,ritual hunting,3,1933
469,8/12/2021,mikong,1875,27.94585,95.21255,10;3,15,ritual hunting,7,1932;1933
469,8/12/2021,mikong,1932,27.929,95.23058,10;3,15,ritual hunting,4,1933
469,8/12/2021,mikong,1933,27.91432,95.23609,12;1;2;3,25,trapping,3,NA
470,9/12/2021,mikong,1876,27.91251,95.212283,11;12;1;2;3,6,trapping,3.25,1933
470,9/12/2021,mikong,1932,27.92946,95.230733,11;12;1;2;3,7,trapping,1.26,1933
470,9/12/2021,mikong,1933,27.912827,95.233931,3,5,ritual hunting,1.05,NA
471,9/12/2021,niglok,1934,27.8974,95.2428,12;1,2,"firewood collection,hunting",3,NA
471,9/12/2021,niglok,1876,27.91102,95.20656,10;11;12,15,rubber farming,2,1933;1934
472,9/12/2021,niglok,1934,27.8892,95.2451,2;3,17,"firewood collection,hunting",2,NA
472,9/12/2021,niglok,1933,27.902829,95.230109,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0.2,1934
473,10/12/2021,niglok,1934,27.8884,95.2432,12;1,12,hunting,4,NA
474,10/12/2021,niglok,1819,27.919738,95.174241,4;5;11,15,"vegetable farming,hunting",2,1933;1876;1934
474,10/12/2021,niglok,1990,27.903083,95.274303,4;5;11,15,"vegetable farming,hunting",3,1933;1934
475,10/12/2021,niglok,1934,27.8883,95.2449,2,10,"firewood collection,hunting",0.3,NA
475,10/12/2021,niglok,1933,27.91166,95.23618,5;6,15,vegetable farming,2,1934
475,10/12/2021,niglok,1990,27.90112,95.27635,6;7;8,15,"rice farming,vegetable farming",2,1933;1934
476,11/12/2021,rallung,1877,27.8798,95.2098,12;1,10,"orange farming,hunting",3,1934
477,11/12/2021,rallung,1877,27.8827,95.2145,3,4,ritual hunting,3,1934
478,11/12/2021,rallung,1877,27.8759,95.2127,11;12;1,15,"cardamom farming,hunting",3,1934
479,11/12/2021,rallung,1877,27.8754,95.2158,10;11;12;1;2,7,trapping,2,1934
480,11/12/2021,rallung,1877,27.8775,95.2077,2;3,12,hunting,3,1934
481,11/12/2021,rallung,1934,27.8977,95.2457,3,3,ritual hunting,4,NA
482,12/12/2021,ngorlung,1877,27.8758,95.2002,10;11;12,30,rubber farming,1,1878;1935
482,12/12/2021,ngorlung,1934,27.8921,95.2416,12;1,15,hunting,1,1935
483,12/12/2021,ngorlung,1877,27.8758,95.2034,10;11;12,30,rubber farming,2,1935;1878
484,12/12/2021,ngorlung,1935,27.8666,95.2385,3,4,ritual hunting,2,NA
484,12/12/2021,ngorlung,1934,27.8974,95.2428,11;12;1;2;3,20,trapping,1,1935
485,12/12/2021,ngorlung,1935,27.871,95.2413,10;11;12,30,"rubber farming,hunting",2,NA
485,12/12/2021,ngorlung,1877,27.8798,95.2098,10;11;12,30,"rubber farming,hunting",2,1878;1935
486,12/12/2021,ngorlung,1877,27.8827,95.2145,10;11;12,30,rubber farming,3,1935;1878
487,12/12/2021,debbing,1764,27.8514,95.1424,12;1,15,"orange farming,hunting",1,NA
488,12/12/2021,debbing,1764,27.85061,95.14712,3,5,ritual hunting,3,NA
489,12/12/2021,debbing,1764,27.85223,95.13926,3,6,hunting,2,NA
490,12/12/2021,debbing,1764,27.84971,95.14345,12,2,hunting,8,NA
490,12/12/2021,debbing,1705,27.92529,95.1191,12,3,hunting,9,1764;1763;1706
491,13-12-2021,rayang,1764,27.84907,95.15138,1;2;3;12,15,trapping,2,1878;1821
492,13-12-2021,rayang,1764,27.85223,95.13926,10;11;12,25,"orange farming,rubber farming",4,1821;1878
492,13-12-2021,rayang,1878,27.852823,95.199964,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
493,14-12-2021,linka,1991,27.868657,95.270843,11,30,"vegetable farming,rubber farming",1,1992
493,14-12-2021,linka,1992,27.868892,95.26373,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,2,NA
494,14-12-2021,linka,2049,27.868072,95.2805,1;2;11;12,20,trapping,4,1992
495,14-12-2021,linka,1934,27.8892,95.2451,1;2;3;11;12,18,trapping,2.72,1992;1991
496,15-12-2021,twelve mile,2047,27.903301,95.290651,2;3;11;12,20,trapping,1,2048
497,15-12-2021,twelve mile,2047,27.90527778,95.2825,3,6,ritual hunting,0.5,2048
498,16-12-2021,twelve mile,2048,27.888086,95.287546,1;2;3,6,trapping,1,NA
498,16-12-2021,twelve mile,1991,27.89496,95.264559,3,6,ritual hunting,4,2048
499,16-12-2021,oyan,2105,27.886909,95.324006,1;2;3;11;12,15,trapping,2,NA
499,16-12-2021,oyan,2162,27.885029,95.348449,1;2;3;11;12,15,trapping,5,2105
500,16-12-2021,oyan,2105,27.878086,95.329091,1;2;3;11;12,15,trapping,2,NA
500,16-12-2021,oyan,2161,27.91083333,95.34111111,1;2;3;11;12,15,trapping,4,2105
501,16-12-2021,oyan,2105,27.88444444,95.32138889,3,12,ritual hunting,2,NA
501,16-12-2021,oyan,2162,27.88555556,95.36388889,3,12,ritual hunting,2,2105
501,16-12-2021,oyan,2161,27.89972222,95.34722222,3,12,ritual hunting,3,2104;2105
502,16-12-2021,oyan,2104,27.89861111,95.32972222,6;7;10;11,10,rice farming,5,2105
502,16-12-2021,oyan,2216,27.957102,95.390361,3,10,ritual hunting,9,2160;2161;2104;2105
503,17-12-2021,oyan,2162,27.877283,95.363004,3,3,ritual hunting,5,2105
504,17-12-2021,oyan,2105,27.88277778,95.31583333,3;4;11;12,15,tea plantation,0.5,NA
505,18-12-2021,sille,2047,27.90388889,95.28888889,1;2;3;11;12,15,trapping,1,NA
505,18-12-2021,sille,2048,27.884708,95.287179,3,8,hunting,2.54,2047
506,18-12-2021,sille,2104,27.90444444,95.32611111,3,9,hunting,3,2047
507,18-12-2021,sille,2047,27.904449,95.287173,1;2;11;12,30,hunting,3,NA
507,18-12-2021,sille,2048,27.88666667,95.28638889,1;2;11;12,30,hunting,5,2047
508,18-12-2021,sille,1992,27.86138889,95.26583333,3,7,hunting,3,2048;1991;2047
509,19-12-2021,sille,2047,27.901926,95.282933,1;2;11;12,20,hunting,3,NA
509,19-12-2021,sille,2048,27.883563,95.283357,1;2;11;12,20,hunting,3,2047
510,19-12-2021,sille,2048,27.887348,95.282997,3,14,hunting,3,2047
511,19-12-2021,sille,2047,27.904092,283904,3,14,hunting,3,NA
511,19-12-2021,sille,2048,27.89861111,95.28888889,3,10,hunting,3,2047
512,19-12-2021,sille,2049,27.869105,95.281147,3,6,hunting,3,2047;2048
512,19-12-2021,sille,2048,28.887302,95.285298,3,10,trapping,2.57,2047
513,19-12-2021,sille,1991,27.892593,95.271645,3,5,hunting,4,2048;2047
513,19-12-2021,sille,2047,27.901476,95.290597,3,5,hunting,3,NA
514,19-12-2021,sille,2047,27.90305556,95.28611111,3,6,hunting,2,NA
515,21-12-2021,berung,2159,27.959025,95.356461,3,8,hunting,6,NA
515,21-12-2021,berung,2160,27.943222,95.362461,3,7,trapping,1,2159
516,21-12-2021,berung,2158,28.005284,95.354021,3,6,hunting,0.5,2159
516,21-12-2021,berung,2101,27.987386,95.326768,6;7;10;11,15,rice farming,2,2159;2158
517,21-12-2021,berung,2159,27.97888889,95.35777778,1;2;11;12,15,hunting,4,NA
518,21-12-2021,berung,2158,27.98861111,95.3625,3,4,hunting,3,2159
518,21-12-2021,berung,2216,27.95709,95.376176,3,7,hunting,2,2159
519,22-12-2021,berung,2158,27.990076,95.35922,5;11,5,"vegetable farming,pepper farming",2,2159
520,22-12-2021,berung,2159,27.973707,95.363309,3,5,ritual hunting,2,NA
520,22-12-2021,berung,2158,27.98861111,95.3625,10,NA,hunting,2,2159
521,22-12-2021,berung,2159,27.958848,95.355772,3,5,ritual hunting,2,NA
522,22-12-2021,berung,2158,27.97944444,95.35555556,1;2;11;12,25,hunting,2,2159
523,22-12-2021,berung,2159,27.96861111,95.36222222,1;2;11;12,30,hunting,2,NA
523,22-12-2021,berung,2101,27.984,95.3388,3,7,ritual hunting,1,2159;2158
524,22-12-2021,berung,2160,27.946899,95.367282,3,6,ritual hunting,3.63,2159
525,22-12-2021,berung,2160,27.93953,95.368333,5;11,10,vegetable farming,4.6,2159
525,22-12-2021,berung,2159,27.984528,95.366792,3,7,ritual hunting,1.8,NA
526,22-12-2021,berung,2159,28.003247,95.353817,3,5,trapping,2.63,NA
526,22-12-2021,berung,2216,27.960301,95.375864,3,8,ritual hunting,4,2159
527,23-12-2021,rani,2102,27.96764,95.320724,1;12,2,bamboo collection,7,NA
528,23-12-2021,rani,2158,27.98083333,95.37111111,1;2;11;12,15,trapping,7,2102;2159
528,23-12-2021,rani,2216,27.965225,95.379025,10,NA,hunting,3,2159;2102
528,23-12-2021,rani,1876,27.9124,95.2082,11,NA,hunting,5,2046;1989;1990;2102;1933
529,23-12-2021,rani,2159,27.95333333,95.35444444,1;2;11;12,15,hunting,4.31,2102
529,23-12-2021,rani,2045,27.963122,95.296024,3,6,trapping,1,2102
529,23-12-2021,rani,2102,27.96975,95.31634,3,5,trapping,2,NA
530,24-12-2021,rani,2102,27.96863,95.32194,1;12,3,bamboo collection,0.2,NA
531,24-12-2021,rani,2102,27.95805556,95.31361111,1;12,5,bamboo collection,0.1,NA
532,24-12-2021,rani,2103,27.94638889,95.32166667,6;7;10;11,30,rice farming,2,2102
532,24-12-2021,rani,2102,27.967444,95.319731,1;12,5,bamboo collection,0.5,NA
533,24-12-2021,rani,2215,27.99583333,95.375,3,7,ritual hunting,8,2159;2158;2102
534,24-12-2021,rani,2157,28.02194444,95.36916667,3,7,ritual hunting,12,2101;2158;2102
534,24-12-2021,rani,2102,27.96805556,95.31083333,1;12,8,bamboo collection,0.5,NA
535,24-12-2021,rani,2046,27.93777778,95.3075,12,3,bamboo collection,5,2102;2045
535,24-12-2021,rani,2045,27.96861111,95.31,3,7,ritual hunting,0.5,2102
536,24-12-2021,rani,2102,27.96916667,95.31138889,3,7,ritual hunting,0.2,NA
536,24-12-2021,rani,2044,27.98388889,95.30611111,NA,NA,miscellaneous,0.6,2045;2102
537,25-12-2021,sika bamin,2105,27.88305556,95.32972222,1;2;11;12,20,trapping,2,2104;2160;2161
537,25-12-2021,sika bamin,2161,27.915441,95.346576,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,2160
538,25-12-2021,sika bamin,2162,27.879084,95.359886,3,10,ritual hunting,2,2160;2161
539,25-12-2021,sika bamin,2161,27.91722222,95.36583333,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,2160
540,25-12-2021,sika bamin,2161,27.906239,95.347709,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,2160
541,25-12-2021,sika bamin,2161,27.91277778,95.34361111,5;12,20,tea plantation,0.6,2160
542,26-12-2021,sika bamin,2159,27.95527778,95.35527778,3,10,ritual hunting,8,2160
543,26-12-2021,sika bamin,2161,27.906889,95.343347,3,5,ritual hunting,1,2160
544,27-12-2021,sika bamin,2161,27.90472222,95.34694444,3,6,ritual hunting,1,2160
545,28-12-2021,sika tode,2159,27.95972222,95.35944444,1;2;11;12,15,trapping,3,2161;2160
545,28-12-2021,sika tode,2160,27.940303,95.3588,3,10,trapping,2,2161
546,28-12-2021,sika tode,2160,27.937081,95.356287,1,6,bamboo garden,0.5,2161
547,28-12-2021,sika tode,2160,27.95166667,95.35638889,1;2;11;12,25,trapping,1,2161
548,28-12-2021,sika tode,2160,27.93833333,95.34194444,12,30,"bamboo collection,hunting",0.6,2161
549,28-12-2021,sika tode,2103,27.94027778,95.31472222,6;7;10;11,10,rice farming,6,2161;2104
550,28-12-2021,sika tode,2160,27.936059,95.345793,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,3,2161
551,29-12-2021,ngopok,2440,28.06361111,95.5175,6;7;10;11,30,rice farming,2,2383
551,29-12-2021,ngopok,2384,28.05252,95.474284,1;2;11;12,30,trapping,2,2383
552,29-12-2021,ngopok,2440,28.070332,95.507405,10;11;12,7,"rice farming,hunting",3,2383
553,29-12-2021,ngopok,2382,28.096931,95.469996,1;2;3,5,trapping,5,2383
554,30-12-2021,ngopok,2382,28.08861111,95.4725,1;2;11;12,15,trapping,3,2383
554,30-12-2021,ngopok,2383,28.08083333,95.48277778,1;2;11;12,15,trapping,3,NA
554,30-12-2021,ngopok,2384,28.05444444,95.47777778,1;2;11;12,15,trapping,7,2383
555,30-12-2021,ngopok,2439,28.08916667,95.50194444,1;2;11;12,25,trapping,5,2383
555,30-12-2021,ngopok,2382,28.100811,95.474655,1;2;11;12,25,trapping,6,2383
556,30-12-2021,ngopok,2382,28.08972222,95.46722222,1;2;11;12,15,trapping,1,2383
557,30-12-2021,ngopok,2383,28.07444444,95.47055556,1;2;6;7;10;11;12,25,"rice farming,hunting",2,NA
557,30-12-2021,ngopok,2440,28.06472222,95.49583333,1;2;11;12,15,trapping,2,2383
558,3/1/2022,ngopok,2384,28.05527778,95.47805556,1;2;11;12,20,trapping,3,2383
558,3/1/2022,ngopok,2383,28.069508,95.487888,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
558,3/1/2022,ngopok,2440,28.07888889,95.50305556,3,7,hunting,3,2383
559,3/1/2022,ngopok,2383,28.08083333,95.48277778,1;2,3,jhum farming,3,NA
560,3/1/2022,ngopok,2382,28.08861111,95.4725,3;10;11,8,ritual hunting,5,2383
561,3/1/2022,ngopok,2439,28.08555556,95.51972222,1;2;11;12,15,hunting,7,2383;2440
561,3/1/2022,ngopok,2383,28.066756,95.479978,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
561,3/1/2022,ngopok,2382,28.089148,95.473599,1;2;3,30,sugarcane farming,9,2383
562,4/1/2022,ngopok,2440,28.063555,95.521823,1;2,30,jhum farming,5,2383
563,4/1/2022,ngopok,2440,28.063902,95.515331,3,2,phrynium pubinerve collection,6,2383
564,28-04-2022,rengging,1981,28.144289,95.274665,1;2;312,10,trapping,5,1982
565,28-04-2022,rengging,1981,28.145642,95.269385,3,7,ritual hunting,3,1982
566,29-04-2022,rengging,1981,28.145549,95.267884,1;2;11;12,15,trapping,6,1982
567,29-04-2022,rengging,1982,28.130214,95.261972,1;2;11;12,14,trapping,0.5,NA
568,29-04-2022,rengging,1981,28.145642,95.269385,1;2;11;12,15,trapping,0.6,1982
568,29-04-2022,rengging,2039,28.1274,95.286536,1;2;11;12,15,trapping,2,1982
569,29-04-2022,rengging,1982,28.127786,95.282411,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
570,30-04-2022,pasighat,2210,28.129796,95.391101,1;3;12,7,hunting,17,2154;2266
571,4/4/2023,silluk,2380,28.147741,95.482106,3,4,hunting,3,2379
