unique.ind,date,village,id,latitude,longitude,visit.month,days.per.visit,visit.reason,distance,other.visit.grids
1,26-01-2023,peki modi,NA,28.59999,95.346575,1;12,20,trapping,7.91,1965;2022;1966
1,26-01-2023,peki modi,1965,28.586219,95.270055,12,3,ritual hunting,1.3,1966
2,26-01-2023,peki modi,1966,28.572114,95.290169,2,6,ritual hunting,3.28,NA
2,26-01-2023,peki modi,NA,28.608758,95.326989,10;11,3,aconite collection,8.12,1965;2022;1966
3,26-01-2023,peki modi,1906,28.641249,95.236163,1;2;12,3,trapping,7.69,1907;1908;1966
4,7/2/2023,katan,1746,28.341018,95.157406,2,6,road construction,2.87,1747
5,1/3/2023,katan,1804,28.330782,95.168991,2,3,road construction,2.37,1747
6,27-02-2023,katan,1748,28.296159,95.161841,3,6,mithun searching,2,1747
6,27-02-2023,katan,1691,28.293017,95.121031,2,3,mithun searching,3,1747;1748
6,27-02-2023,katan,1804,28.330782,95.168991,2,3,road construction,2.37,1747
7,1/3/2023,katan,1748,28.288749,95.148803,1,4,ritual hunting,2.51,1747
8,1/3/2023,katan,1747,28.329669,95.164021,1;2;12,8,trapping,1.57,NA
9,1/3/2023,katan,1749,28.270901,95.15613,2,6,ritual hunting,4.79,1747;1748
10,1/3/2023,katan,1804,28.310515,95.168886,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,2,1747
10,1/3/2023,katan,1804,28.32925,95.182789,2,2,mithun searching,2.71,1747
11,1/3/2023,katan,1747,28.331573,95.15882,1;2;11;12,8,trapping,1.52,NA
11,1/3/2023,katan,1804,28.329513,95.169425,1;2;11;12,8,trapping,1.86,1747
12,2/3/2023,katan,1747,28.322937,95.154273,NA,NA,rice farming,1.33,NA
13,2/3/2023,katan,1748,28.294187,95.13833,10,15,jhum farming,2.98,1747
13,2/3/2023,katan,1804,28.313831,95.174776,4;5,7,jhum farming,2.41,1747
14,27-02-2023,katan sibum,1747,28.312564,95.158139,1;2,5,squirrel hunting,0.2,NA
15,27-02-2023,katan sibum,1748,28.298187,95.15195,NA,NA,rice farming,1.64,1747
16,27-02-2023,katan sibum,1748,28.288648,95.138404,1;11;12,4,hunting,4.52,1747
17,28-02-2023,katan sibum,1690,28.330854,95.127542,1;2;12,8,"trapping,hunting",4.83,1747
17,28-02-2023,katan sibum,1747,28.312564,95.158139,1;2;12,6,trapping,4.19,NA
18,28-02-2023,katan sibum,1748,28.298272,95.145002,1;2;12,8,mithun searching,2,1747
19,28-02-2023,katan sibum,1747,28.3163,95.145417,1,2,mushroom collection,1,NA
19,28-02-2023,katan sibum,1748,28.298993,95.143998,11;12,6,timber collection,1.77,1747
20,28-02-2023,sumsing,1690,28.325276,95.128669,9,3,mithun searching,5.74,1688;1689
20,28-02-2023,sumsing,1631,28.365207,95.101174,1;2;3;4;5;6;7;8;9;10;11;12,3,mithun searching,1.28,1688
20,28-02-2023,sumsing,1688,28.37432,95.122341,1;2;3;4;5;6;7;8;9;10;11;12,3,mithun searching,1.31,NA
21,28-02-2023,sumsing,1688,28.36272,95.126154,2,6,ritual hunting,0.87,NA
22,28-02-2023,sumsing,1746,28.347745,95.146254,1;2;3;12,8,"trapping,hunting",3.89,1688;1689
22,28-02-2023,sumsing,1745,28.367954,95.158922,1;2;3;12,8,"trapping,hunting",4.32,1688
23,28-02-2023,sumsing,1631,28.367485,95.080071,1;2;3;12,8,"trapping,hunting",3.66,1688
23,28-02-2023,sumsing,1689,28.359127,95.13002,1;2;3;12,8,"trapping,hunting",1.84,1688
24,28-02-2023,sumsing,1631,28.363436,95.099685,8;9;10,30,cardamom farming,1.83,1688
24,28-02-2023,sumsing,1690,28.333121,95.128557,2,6,ritual hunting,4.19,1688;1689
24,28-02-2023,sumsing,1689,28.340062,95.108929,2,6,ritual hunting,4.89,1688
24,28-02-2023,sumsing,1745,28.376841,95.156076,2;3,8,trapping,3.97,1688
25,28-02-2023,sumsing,1689,28.360334,95.129266,2;3,8,trapping,1.66,1688
26,1/3/2023,sumsing,1631,28.370652,95.095042,3;4,6,"trapping,ritual hunting,mithun searching",1.81,1688
27,1/3/2023,sumsing,1690,28.325276,95.128669,11;12,6,trapping,2.59,1688;1689
28,1/3/2023,sumsing,1746,28.354035,95.142913,3;4,8,"trapping,ritual hunting",2.91,1689;1688
28,1/3/2023,sumsing,1687,28.391475,95.111813,7,20,rice farming,2.44,1688
29,3/3/2023,pongging,1751,28.203356,95.153279,1;11;12,6,hunting,4.98,1866;1809;1808
29,3/3/2023,pongging,1807,28.228901,95.174376,1;11;12,6,hunting,6.13,1866;1865;1808
30,3/3/2023,pongging,1810,28.171598,95.180398,2,2,mithun searching,2.16,1866;1809
30,3/3/2023,pongging,NA,28.145592,95.117858,2,2,mithun searching,9.21,1866;1809;1810
31,3/3/2023,pongging,1867,28.158531,95.205984,NA,NA,electrician,2.33,1866
31,3/3/2023,pongging,1809,28.194601,95.157454,1;2;3;4;5;6;9;11;12,2,hunting,4.83,1866
31,3/3/2023,pongging,1865,28.219197,95.203708,1;2;3;4;5;6;9;11;12,2,hunting,4.12,1866
32,3/3/2023,pongging,1751,28.206454,95.135981,1;2;3;4;5;6;9;11;12,2,hunting,5.29,1866;1809;1808
32,3/3/2023,pongging,1751,28.201427,95.148091,1;2;3;4;5;6;9;11;12,2,hunting,3.72,1866;1809;1808
32,3/3/2023,pongging,1867,28.165196,95.199788,1,1,bat hunting,1.85,1866
33,3/3/2023,pongging,1865,28.223154,95.208117,1;2;3;11;12,3,mithun searching,4.56,1866
33,3/3/2023,pongging,1809,28.19556,95.166194,1;2;3;11;12,3,mithun searching,3.97,1866
33,3/3/2023,pongging,1866,28.194226,95.215199,1;2;3;10;11;12,10,trapping,1.72,NA
34,3/3/2023,pongging,1751,28.203311,95.14536,1;2;3;11;12,5,hunting,6.4,1866;1809;1808
34,3/3/2023,pongging,1809,28.183722,95.173988,1;2;3;10;11;12,15,trapping,4.31,1866
35,3/3/2023,pongging,1866,28.193284,95.215625,1;2;3;11;12,12,mithun searching,1.55,NA
35,3/3/2023,pongging,1808,28.208317,95.191723,1;2;3;10;11;12,2,cane collection,3.18,1809;1866
35,3/3/2023,pongging,1810,28.162726,95.172845,1;2;3;10;11;12,3,fishing,7.2,1867;1866
36,4/3/2023,jeru,1806,28.265515,95.17642,2,3,mithun searching,2.17,1863
36,4/3/2023,jeru,1807,28.238337,95.193307,2,6,ritual hunting,2.33,1864;1863
36,4/3/2023,jeru,1807,28.242499,95.173776,2,6,ritual hunting,3.3,1864;1863
37,4/3/2023,jeru,1865,28.210471,95.198899,2;3,4,mithun searching,4.91,1864;1863
37,4/3/2023,jeru,1807,28.238337,95.193307,2;3,4,mithun searching,2.62,1864;1863
37,4/3/2023,jeru,1864,28.244812,95.199426,2;3,4,mithun searching,1.44,1863
38,4/3/2023,jeru,1808,28.217579,95.163425,1;2,6,"trapping,ritual hunting",5.65,1864;1807
38,4/3/2023,jeru,1693,28.252897,95.129239,1;2,6,"trapping,ritual hunting",1.18,1863;1806;1750;1749
38,4/3/2023,jeru,1806,28.271841,95.18443,2;3,4,mithun searching,2.7,1863
39,4/3/2023,jeru,1863,28.25618,95.197068,9,15,cardamom farming,0.49,NA
40,2/4/2023,gette,1392,28.68229,94.982171,2;3;6;7,15,orange farming,2.45,1449
40,3/4/2023,gette,1448,28.693463,95.015757,5,4,mithun searching,1.17,1449
41,3/4/2023,gette,1504,28.719033,95.026216,1;2;10;11,5,"trapping,ritual hunting",3.96,1448;1506;1449
41,3/4/2023,gette,1504,28.738863,95.041646,1;2;10;11,4,"trapping,ritual hunting",7.34,1448;1506;1449
42,3/4/2023,gette,1392,28.6823651,94.980038,1,4,ritual hunting,1.02,1449
42,3/4/2023,gette,1449,28.6835575,95.0021659,1;2;3,4,trapping,2.1,NA
42,3/4/2023,gette,1506,28.6779715,95.0259769,NA,NA,mithun searching,3,1449
43,3/4/2023,gette,1448,28.7004688,94.9963117,1;2;3,4,trapping,1.5,1449
43,3/4/2023,gette,1506,28.682745,95.021045,1;2;3,4,trapping,2,1506
43,3/4/2023,gette,NA,28.7635892,95.0572836,1,3,hunting,6,1449;1448;1505;1504
44,3/4/2023,gette,1448,28.698962,95.0093,1;12,2,firewood collection,1.08,1449
45,3/4/2023,gette,1449,28.686027,95.005417,3,2,pig fodder collection,0.34,NA
45,3/4/2023,gette,1392,28.681265,94.981448,1;12,6,"orange farming,teak farming",2.78,1449
45,3/4/2023,gette,1506,28.683905,95.0232,1;12,10,trapping,1.32,1449
45,3/4/2023,gette,1504,28.723378,95.041826,1,10,ritual hunting,5.68,1448;1505;1449
46,3/4/2023,moying,1451,28.617996,94.989967,1;12,10,mithun searching,3.37,1450
47,3/4/2023,moying,1449,28.670526,95.010221,1;2;11;12,15,trapping,2.43,1450
48,3/4/2023,moying,1506,28.6779715,95.0259769,NA,NA,mithun searching,3.6,1450;1507
48,3/4/2023,moying,1509,28.593979,95.03111,1;11;12,10,trapping,6.8,1450;1451;1508
48,3/4/2023,moying,1393,28.645626,94.970846,1;11;12,10,trapping,2.92,1450
49,4/4/2023,gossang,1393,28.660054,94.987357,1;5;12,4,mithun searching,11.7,1508;1451;1450
49,4/4/2023,gossang,1450,28.635419,94.995615,1;5;12,4,mithun searching,9.62,1508;1451
49,4/4/2023,gossang,1567,28.56648,95.047808,1;5;12,2,mithun searching,1.07,1508;1509;1510
49,4/4/2023,gossang,1452,28.584446,94.989902,1;2,3,ritual hunting,7.56,1451;1508
50,4/4/2023,moying,1450,28.65373,95.004686,1;2;3,5,mithun searching,0.68,NA
51,4/4/2023,moying,1449,28.666649,95.003519,1;2;12,10,trapping,1.28,1450
51,4/4/2023,moying,1450,28.64791,94.995206,2;3,3,mithun searching,0.48,NA
51,4/4/2023,moying,1508,28.60823,95.021789,2;3,3,mithun searching,4.98,1450;1451
52,4/4/2023,moying,1449,28.673089,94.991299,3,2,mithun searching,2.81,1450
52,4/4/2023,moying,1451,28.629395,94.996765,1,2,ritual hunting,2.21,1450
52,4/4/2023,moying,1452,28.597602,95.013309,8,1,fishing,5.96,1450;1451
52,4/4/2023,moying,1452,28.5851,95.004745,1,3,ritual hunting,7.19,1450;1451
52,4/4/2023,moying,1393,28.639284,94.96103,1,3,ritual hunting,4.3,1450
53,4/4/2023,moying,1450,28.637355,95.004213,3,1,mithun searching,1.57,NA
54,5/4/2023,gossang,1452,28.596782,95.015649,1;2,10,trapping,2,1508;1509
54,5/4/2023,gossang,1509,28.604624,95.029703,3,15,rice farming,1.44,1508
54,5/4/2023,gossang,1450,28.636194,94.994808,NA,NA,mithun searching,0.29,1451;1508
55,5/4/2023,gossang,1509,28.601832,95.018423,9;10,2,mithun searching,1.58,1508
55,5/4/2023,gossang,1451,28.616424,94.998984,2,3,ritual hunting,1.91,1508
56,5/4/2023,gossang,1451,28.625751,95.000566,3,6,mithun searching,1.5,1508
56,5/4/2023,gossang,1452,28.594683,95.010162,1;2;10;11;12,6,trapping,1,1508;1509
57,5/4/2023,gossang,1509,28.605912,95.019437,3,8,firewood collection,2,1508
57,5/4/2023,gossang,1451,28.609775,95.003004,1;2,10,trapping,2.5,1508
57,5/4/2023,gossang,1451,28.623777,94.997105,12,4,mithun searching,1.5,1508
58,5/4/2023,gossang,1452,28.596409,95.017411,12,2,hunting,1.84,1508;1509
58,5/4/2023,gossang,1451,28.631988,95.006882,12,1,transit,2.33,1508
58,5/4/2023,gossang,1509,28.603016,95.025933,NA,NA,transit,1.39,1508
59,5/4/2023,gossang,1451,28.614969,95.005519,1;2;12,2,hunting,1.26,1508
59,5/4/2023,gossang,1509,28.606862,95.018975,3;4,2,ant larvae collection,0.83,1508
60,7/5/2022,bogong,1914,28.428254,95.25052,5;6;11;12,10,mithun searching,4,1913
61,7/5/2022,lego,1855,28.47497,95.202664,1;2;3;10;11;12,14,hunting,4,1913;1912
62,8/5/2022,borang,1970,28.444484,95.262059,1;2;3;4;5;6;7;8;9;10;11;12,1,mithun searching,3,1913
62,8/5/2022,borang,1912,28.476954,95.232656,NA,NA,transit,7,1913
63,8/5/2022,borang,1972,28.412906,95.270882,1;2;12,10,hunting,4,1913;1914;1971
63,8/5/2022,borang,1972,28.412906,95.270882,1;2;12,3,hunting,5,1913;1914;1971
64,8/5/2022,borang,1857,28.438565,95.21781,3;6;7,15,mithun searching,2,1913;1856
64,8/5/2022,borang,1913,28.449301,95.249983,3;6;7,15,mithun searching,1,NA
65,8/5/2022,megu,1971,28.432046,95.27769,12,10,hunting,4,1913;1914
66,8/5/2022,tayeng,1972,28.409621,95.276521,1;2;3,7,mithun searching,6,1913;1914;1971
66,8/5/2022,tayeng,1971,28.419227,95.274305,1;2;3,6,mithun searching,8,1913;1914
67,9/5/2022,boga,1857,28.438098,95.226425,1;5;12,10,ginger farming,2,1913;1856
68,9/5/2022,boga,1856,28.458784,95.228453,1;5;6;12,9,mithun searching,2,1913
69,9/5/2022,boga,1856,28.455679,95.220263,1;2;11;12,25,trapping,3,1913
70,9/5/2022,tayeng,1913,28.449695,95.229364,12,1,mithun searching,2,NA
71,9/5/2022,tayeng,1857,28.430991,95.225213,9;10;11;12,7,mithun searching,2,1913;1914
72,18-05-2022,bogong,1971,28.42607,95.285538,1;2;3;12,5,cardamom farming,4,1913;1914
73,19-05-2022,pertin,1915,28.412634,95.250225,1;2;3;4;5;6;7;8;9;10;11;12,10,mithun searching,4,1913;1914
73,19-05-2023,pertin,1972,28.408815,95.273644,1;2,3,mithun searching,5,1913;1914;1971
74,19-05-2022,yirang,1856,28.466342,95.207035,1;2;3,8,trapping,5,1913
74,19-05-2022,yirang,1913,28.449261,95.242051,5;6;11;12,8,transit,0.2,NA
74,19-05-2022,yirang,1856,28.456142,95.227101,1;2;3,12,trapping,2,1913
75,19-05-2022,ratan,1971,28.429082,95.276493,9,2,bamboo collection,5,1913;1914
75,19-05-2022,ratan,1971,28.427504,95.277583,1;2;3;9;10;11;12,10,trapping,4,1913;1914
75,19-05-2022,ratan,1970,28.441595,95.265744,12,2,transit,2,1913
76,19-05-2022,ratan,2210,28.122179,95.401589,3,6,hunting,10,1913
76,19-05-2022,ratan,2210,28.130996,95.397877,3,6,hunting,10,1913
77,19-05-2022,ratan,1971,28.414229,95.264805,10,3,cardamom farming,5,1913;1914
77,19-05-2022,ratan,1914,28.420138,95.242669,12,1,phrynium pubinerve collection,3,1913
78,21-05-2022,borang,1857,28.440759,95.213124,5,7,rice farming,2,1856;1913
78,21-05-2022,borang,1913,28.45435,95.242593,1;2;3;12,4,hunting,3.9,NA
79,21-05-2022,perme,1913,28.45328,95.246736,1;2;3;4;5;6;7;8;9;10;11;12,9,mithun searching,0.6,NA
80,21-05-2022,perme,1856,28.447787,95.228959,6;7,20,cow grazing,2,1913
81,22-05-2022,perme,1857,28.431248,95.212855,10;11;12,NA,rice farming,4,1913;1914
81,22-05-2022,perme,1913,28.446202,95.250562,10;11;12,NA,rice farming,0.3,NA
82,22-05-2022,perme,1971,28.432198,95.263625,1;2,14,hunting,2,1913;1914
83,22-05-2022,perme,1913,28.448167,95.250399,1,1,firewood collection,0.5,NA
83,22-05-2022,perme,1970,28.441319,95.269947,4;5,5,community hunting,2,1913
84,23-05-2022,ratan,1914,28.437069,95.244809,1;9;10;11;12,7,trapping,1,1913
84,23-05-2022,ratan,1915,28.408304,95.253034,1;9;10;11;12,8,trapping,4.43,1913;1914
85,23-05-2022,Remgeng,1915,28.410769,95.25074,1;2;3;4;5;6;7;8;9;10;11;12,4,mithun searching,1.47,1914
86,26-05-2022,mariyang,1912,28.474311,95.230266,12,7,junglefowl hunting,2,1855
87,27-05-2022,mariyang,1912,28.486058,95.231321,10;11;12,3,firewood collection,2,1855
88,27-05-2022,mariyang,1856,28.464155,95.206448,2,7,hunting,2.85,1855
88,27-05-2022,mariyang,1856,28.463431,95.206852,2,7,hunting,2.9,1855
88,27-05-2022,mariyang,1971,28.423024,95.271749,10;11,8,hunting,9.72,1855;1912;1913;1914
89,27-05-2022,mariyang,1740,28.507136,95.158869,3,7,hunting,5.51,1855;1797;1854
90,27-05-2022,mariyang,1857,28.422394,95.219051,3,7,hunting,7.82,1855.1856
90,27-05-2022,mariyang,1797,28.517444,95.170725,10,3,jhum farming,4.96,1855;1854
91,27-05-2022,mariyang,1913,28.46791,95.2489,2,7,hunting,4.5,1855;1912;1913
91,27-05-2022,mariyang,1912,28.471823,95.253969,2,7,hunting,5,1855
92,28-05-2022,new millang,1740,28.50777,95.16677,10;11;12,7,hunting,4.78,1855;1854;1797
93,28-05-2022,new millang,1740,28.505701,95.154228,1;2;3,15,mithun searching,5.83,1855;1854;1797
93,28-05-2022,new millang,1740,28.51118,95.152778,1;2;3,8,mithun searching,6,1855;1854;1797
94,28-05-2022,mariyang,1912,28.471138,95.234946,12,3,orange farming,2,1855
94,28-05-2022,mariyang,1912,28.482582,95.235267,1;2,6,jhum farming,5,1855
95,29-05-2022,mariyang,1740,28.510288,95.162976,2,4,jhum farming,5,1855;1854;1797
95,29-05-2022,mariyang,1740,28.508666,95.159023,1,4,firewood collection,5,1855;1854;1797
96,29-05-2022,mariyang,1972,28.411986,95.277815,2,6,hunting,10,1855;1856;1913;1914;1971
97,29-05-2022,remgeng,2029,28.411866,95.298441,1;12,5,mithun searching,7,1914;1971;1972;2029
97,29-05-2022,remgeng,2028,28.432776,95.314153,1;12,2,trapping,6,1914;1971
98,29-05-2022,remgeng,1914,28.421883,95.252885,1,6,firewood collection,4,NA
99,13-04-2023,karko,1567,28.576048,95.054228,1;2;10;11;12,6,trapping,0.78,NA
99,13-04-2023,karko,1509,28.581494,95.0178835,1;2;10;11;12,6,trapping,3.63,1510;1566;1567
99,13-04-2023,karko,1511,28.552444,95.025352,1;2;10;11;12,6,"trapping,hunting",3.52,1567;1568
100,13-04-2023,karko,1567,28.573864,95.054037,6;7;8,6,rice farming,0.62,NA
100,13-04-2023,karko,1567,28.571328,95.066246,6;7;8,6,rice farming,0.96,NA
100,14-04-2023,karko,1567,28.564447,95.071242,8;11;12,3,mithun searching,1.46,NA
100,14-04-2023,karko,1568,28.531679,95.069096,8;11;12,3,mithun searching,4.25,1567
101,14-04-2023,karko,1567,28.563983,95.071765,2;3,6,"trapping,mithun searching",1.08,NA
102,14-04-2023,karko,1567,28.577034,95.060464,2;3,10,mithun searching,0.91,NA
103,14-04-2023,karko,1509,28.585914,95.047438,3;4,2,mithun searching,2.3,1510;1567
103,14-04-2023,karko,1567,28.567201,95.050108,1;2;3;10;11;12,3,mithun searching,0.71,NA
104,16-04-2023,zido,1266,29.003771,94.915112,1;2;10;11;12,6,trapping,5.27,1267
104,16-04-2023,zido,1267,28.980856,94.921793,1;2;3;4;5;10;11;12,6,trapping,1.11,NA
104,16-04-2023,zido,1210,28.973134,94.890462,1;2;3;4;5;6;9;10;11;12,4,trapping,4.92,1267
104,16-04-2023,zido,1323,28.999413,94.948972,1;5,3,mithun searching,1.34,1266;1267
105,16-04-2023,zido,1266,28.988512,94.920337,1;5,3,mithun searching,0.71,1267
106,15-04-2023,zido,1323,28.995102,94.938926,1;2;3;4;5;6;10;11;12,4,trapping,2.94,1266;1267
106,16-04-2023,zido,1266,28.989928,94.92443,1;2;3;4;5;10;11;12,10,trapping,2.8,1267
106,16-04-2023,zido,1323,28.995262,94.934842,1;2;3;4;5;10;11;12,10,trapping,1.5,1266;1267
107,16-04-2023,zido,1265,29.026928,94.908239,1;12,2,mithun searching,3.9,1266;1267
108,16-04-2023,tuting,1267,28.975321,94.916314,1;2;3;4;5;6;7;8;9;10;11;12,30,"rice farming,jhum farming",2.63,1209
109,16-04-2023,tuting,1267,28.974516,94.920424,1;2;3;4;5;11;12,3,"fencing,hunting",6,1209
110,16-04-2023,tuting,1267,28.980993,94.918287,1;2;3;4;5;11;12,3,hunting,3,1209
110,16-04-2023,tuting,1209,28.975021,94.918287,4,3,fencing,2,NA
111,17-04-2023,zido,1323,29.004886,94.957165,12,4,hunting,4.45,1266;1267
112,17-04-2023,zido,1265,29.031534,94.910504,1;2;3;4;10;11;12,5,trapping,5.17,1266;1267
112,17-04-2023,zido,1266,29.012546,94.925677,3,12,hunting,3.94,1267
112,17-04-2023,zido,1211,28.953518,94.885374,3,3,hunting,3.56,1267;1210
113,17-04-2023,zido,1268,28.946706,94.909794,2,3,hunting,3.86,1267;1210
113,17-04-2023,zido,1267,28.969695,94.923684,4;5,15,"rice farming,fencing",2.18,NA
114,17-04-2023,tuting,1153,28.98641,94.864254,3;4,12,rice farming,1,1209;1210
115,17-04-2023,ngaming,1324,28.980746,94.95407,1;2;3;4;9;10;11;12,3,trapping,1.5,NA
116,17-04-2023,ngaming,1325,28.958317,94.940098,9,5,rice farming,0.14,1324
116,17-04-2023,ngaming,1268,28.943398,94.917335,9,2,trapping,3.36,1324;1325
117,17-04-2023,ngaming,1267,28.969561,94.923608,4;5,10,rice farming,1.36,1324
117,17-04-2023,ngaming,1324,28.973822,94.934584,4,2,ant larvae collection,0.57,NA
117,17-04-2023,ngaming,1267,28.969542,94.930379,6;12,7,"rice farming,cane collection,hunting",0.77,1324
117,17-04-2023,ngaming,1324,28.969866,94.937433,4,2,tuber collection,0.7,NA
118,17-04-2023,ngaming,1324,28.970317,94.950228,4,2,ant larvae collection,1.26,NA
118,17-04-2023,ngaming,1267,28.969607,94.926785,11;12,7,"rice farming,hunting",1.5,1324
119,17-04-2023,ngaming,1324,28.971558,94.936079,4,1,tuber collection,0.28,NA
120,17-04-2023,ngaming,1380,29.002316,94.971897,1;2;3;9;10;11;12,10,trapping,5.2,1324;1381
120,17-04-2023,ngaming,1326,28.91171,94.950825,1;2;3;9;10;11;12,10,trapping,6.5,1324;1326
121,18-04-2023,ngaming,1267,28.969607,94.926785,4,5,jhum farming,2.3,1324
122,18-04-2023,ngaming,1324,28.960211,94.948388,2;3,3,fishing,1.34,NA
123,18-04-2023,kuging,1439,28.958596,94.993768,1;12,3,takin hunting,0.35,1382
123,18-04-2023,kuging,1439,28.958892,94.99895,1;12,3,takin hunting,0.86,1382
124,18-04-2023,kuging,1439,28.955147,95.003601,4;5,3,cane collection,2.79,1382
125,18-04-2023,kuging,1382,28.941851,94.988162,9,2,rice farming,1.54,NA
125,18-04-2023,kuging,1382,28.944842,94.975475,9,2,rice farming,1.99,NA
125,18-04-2023,kuging,1383,28.907051,94.974884,7;8;9,5,rice farming,10.8,1382
126,18-04-2023,kuging,1382,28.945788,94.978257,7;8;9,5,resident,22.6,NA
126,18-04-2023,kuging,1438,28.961127,94.994851,2,20,trapping,0.88,1381;1382
126,18-04-2023,kuging,1496,28.955232,95.035723,1;2,15,trapping,4.35,1382;1439
127,18-04-2023,kuging,1382,28.947883,94.988331,5,5,rice farming,0.81,NA
127,18-04-2023,kuging,1438,28.961045,95.012747,5;6,7,rice farming,2.5,1382;1381
127,18-04-2023,kuging,1438,28.966201,94.99669,5;6,7,rice farming,1.34,1382;1381
128,18-04-2023,kuging,1438,28.962793,94.995354,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,1.2,1382;1381
128,18-04-2023,kuging,1439,28.958044,95.00969,3;4,3,mithun searching,1.89,1382
129,18-04-2023,tuting,1267,28.976509,94.915367,4,1,transit,7,1209;1266
130,20-04-2023,anging,1098,28.931501,94.828086,2,2,hunting,0.49,1097
130,20-04-2023,anging,1098,28.933298,94.834732,2,2,hunting,0.61,1097
130,20-04-2023,anging,1155,28.930795,94.85181,2,2,hunting,2.17,1097;1098
131,20-04-2023,anging,1267,28.982903,94.920104,1;2;3;4;5;6;7;8;9;10;11;12,4,rice farming,10.3,1097;1154;1211;1210
131,20-04-2023,anging,1155,28.917575,94.842312,1;2;3;4;11;12,8,trapping,3.22,1097;1098
132,20-04-2023,anging,1155,28.911445,94.842955,1;2;3;4;11;12,8,trapping,3.2,1097;1098
132,20-04-2023,anging,1211,28.935154,94.874284,1;2;3;4;11;12,8,trapping,4.44,1097;1154
133,20-04-2023,old anging,1098,28.917118,94.823121,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
134,20-04-2023,anging,1210,28.967626,94.893823,4,6,rice farming,7.3,1097;1154;1211
135,20-04-2023,gelling,NA,29.134638,94.973516,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
136,20-04-2023,norbuling,NA,29.126271,94.973516,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
137,20-04-2023,bona,1319,29.106302,94.950911,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,1320
138,24-04-2023,kapu,1264,29.05063,94.910546,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
138,24-04-2023,kapu,1207,29.052681,94.902414,1;12,3,bamboo collection,3,1264
139,21-04-2023,kapu,1264,29.05412,94.914947,4;5;6;10;11,10,rice farming,0.67,NA
139,21-04-2023,kapu,1264,29.059457,94.925485,6;7;8;10;11,15,rice farming,1.72,NA
140,23-04-2023,kapu,1264,29.054131,94.907431,1;12,4,resident,0.27,NA
141,23-04-2023,kapu,1208,29.039498,94.897461,6;7;10;11,15,rice farming,1.69,1264;1207
142,23-04-2023,kapu,1208,29.034242,94.896686,6;7,20,rice farming,2.14,1264;1207
142,23-04-2023,kapu,1264,29.051719,94.907016,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
143,24-04-2023,kapu,1207,29.050121,94.898873,5;6,3,tuber collection,1.15,1264
144,24-04-2023,gelling,NA,29.134957,94.97763,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
145,24-04-2023,gelling,NA,29.133978,94.979181,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
146,25-04-2023,gelling,NA,29.134297,94.980298,5,20,jhum farming,0.5,NA
147,26-04-2023,norbuling,NA,29.126389,94.973007,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
148,27-04-2023,norbuling,NA,29.13287,94.965178,4;5,15,jhum farming,1.19,NA
149,24-04-2023,bona,1320,29.094928,94.946628,4;5,20,rice farming,0.3,NA
150,25-04-2023,bona,1319,29.098202,94.948472,4;5;6,10,resident,0.1,1320
151,26-04-2023,bona,1319,29.101917,94.942618,4;5;6;7,20,rice farming,0.72,1320
152,26-04-2023,tuting,1264,29.054273,94.903346,1;2;3;4;5;6;7;8;9;10;11;12,7,hydel employee,9.7,1209;1208;1207
153,26-04-2023,simuge,1324,28.966003,94.933225,4,1,rice farming,20,1728
154,26-04-2023,simuge,1728,28.840176,95.156293,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
154,26-04-2023,simuge,1728,28.841152,95.150895,1;4;5;6;7;12,7,"rice farming,trapping",0.55,NA
156,26-04-2023,simuge,1728,28.845033,95.146948,1;2;12,3,"trapping,hunting",1.25,NA
157,26-04-2023,simuge,1728,28.847041,95.16556,1;12,6,trapping,1.1,NA
158,26-04-2023,singa,1786,28.819991,95.184488,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
159,26-04-2023,simuge,1728,28.839842,95.156745,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
160,26-04-2023,simuge,1728,28.840892,95.148605,1;11;12,15,hunting,1,NA
160,26-04-2023,simuge,NA,28.844081,95.322677,1;2;11;12,6,hunting,14.7,1728
160,26-04-2023,simuge,NA,28.70363,95.364835,1;2;11;12,6,hunting,23.5,1728
161,27-04-2023,mankota,1555,28.888592,95.076452,1;2;3;4;5;6;7;8;9;10;11;12,30,resident,0,NA
162,27-04-2023,mankota,1555,28.887267,95.073827,5;6;7,20,rice farming,0.31,NA
163,28-04-2023,mankota,1555,28.8856,95.064975,6;7;10,10,rice farming,1.15,NA
164,27-04-2023,nyotkong,1554,28.912568,95.054449,5,4,fencing,2.42,1497
